Year,Product line,Product type,Product,Order method type,Retailer country,Revenue,Planned revenue,Product cost,Quantity,Unit cost,Unit price,Gross profit,Unit sale price
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Canada,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Mexico,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Brazil,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Japan,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Korea,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,China,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Singapore,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Australia,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Netherlands,25394.6,26180,7031.2,3740,1.88,7.0,18363.4,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Sweden,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Finland,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Denmark,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,France,7179.62,7301,1960.84,1043,1.88,7.0,5218.78,6.895
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Germany,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Belgium,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Switzerland,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Austria,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Italy,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Spain,8066.52,8316,2233.44,1188,1.88,7.0,5833.08,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Canada,64373.47,66871,17959.64,9553,1.88,7.0,46413.83,6.74058824
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Mexico,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Brazil,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Japan,46498.97,47831,12846.04,6833,1.88,7.0,33652.93,6.80909091
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Korea,18756.64,19628,5271.52,2804,1.88,7.0,13485.12,6.69666667
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,China,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Singapore,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Australia,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Netherlands,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Sweden,3393.6,3535,949.4,505,1.88,7.0,2444.2,6.72
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Finland,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Denmark,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,France,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Germany,57130.85,59122,15878.48,8446,1.88,7.0,41252.37,6.76941176
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Belgium,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Switzerland,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Austria,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Italy,11388.72,11634,3124.56,1662,1.88,7.0,8264.16,6.86
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Spain,3571.54,3682,988.88,526,1.88,7.0,2582.66,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Canada,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Mexico,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Brazil,3031,3031,814.04,433,1.88,7.0,2216.96,7.0
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Japan,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Korea,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,China,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Singapore,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Australia,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Netherlands,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Sweden,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Finland,21558.25,22225,5969,3175,1.88,7.0,15589.25,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Denmark,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,France,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Germany,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Belgium,1386,1386,372.24,198,1.88,7.0,1013.76,7.0
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Switzerland,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Austria,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Italy,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Spain,8168.37,8421,2261.64,1203,1.88,7.0,5906.73,6.79
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Canada,6960.72,7176,2839.2,312,9.1,23.0,4121.52,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Mexico,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Brazil,5443.64,5612,2220.4,244,9.1,23.0,3223.24,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Japan,87879.09,90597,35844.9,3939,9.1,23.0,52034.19,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Korea,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,China,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Singapore,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Australia,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Netherlands,6536.83,6739,2666.3,293,9.1,23.0,3870.53,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Sweden,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Finland,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Denmark,28132.91,29003,11475.1,1261,9.1,23.0,16657.81,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,France,48791.97,50439,19956.3,2193,9.1,23.0,28835.67,22.24428571
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Germany,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Belgium,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Switzerland,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Austria,28534.49,29417,11638.9,1279,9.1,23.0,16895.59,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Italy,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Spain,6269.11,6463,2557.1,281,9.1,23.0,3712.01,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Canada,64453.59,66447,26289.9,2889,9.1,23.0,38163.69,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Mexico,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Brazil,56868.19,58627,23195.9,2549,9.1,23.0,33672.29,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Japan,28757.59,29647,11729.9,1289,9.1,23.0,17027.69,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Korea,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,China,145617.6,151685,60014.5,6595,9.1,23.0,85603.1,22.08
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Singapore,10240.29,10557,4176.9,459,9.1,23.0,6063.39,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Australia,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Netherlands,66863.07,68931,27272.7,2997,9.1,23.0,39590.37,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Sweden,21596.08,22264,8808.8,968,9.1,23.0,12787.28,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Finland,70454.98,72634,28737.8,3158,9.1,23.0,41717.18,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Denmark,10530.32,10856,4295.2,472,9.1,23.0,6235.12,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,France,33844.27,34891,13804.7,1517,9.1,23.0,20039.57,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Germany,29448.28,30475,12057.5,1325,9.1,23.0,17390.78,22.218
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Belgium,23734.39,24334,9627.8,1058,9.1,23.0,14106.59,22.448
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Switzerland,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Austria,14947.7,15410,6097,670,9.1,23.0,8850.7,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Italy,6336.04,6532,2584.4,284,9.1,23.0,3751.64,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Spain,55908.86,57638,22804.6,2506,9.1,23.0,33104.26,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Special,Canada,19119.67,19711,7798.7,857,9.1,23.0,11320.97,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Special,Mexico,28311.39,29187,11547.9,1269,9.1,23.0,16763.49,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Special,Brazil,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Special,Japan,6603.76,6808,2693.6,296,9.1,23.0,3910.16,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Special,Korea,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Special,China,15389.76,16031,6342.7,697,9.1,23.0,9047.06,22.08
2004,Outdoor Protection,First Aid,Compact Relief Kit,Special,Singapore,28980.69,29877,11820.9,1299,9.1,23.0,17159.79,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Special,Australia,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Special,Netherlands,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Special,Sweden,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Special,Finland,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Special,Denmark,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Special,France,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Special,Germany,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Special,Belgium,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Special,Switzerland,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Special,Austria,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Special,Italy,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Special,Spain,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Mail,Canada,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Mail,Mexico,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Mail,Brazil,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Mail,Japan,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Mail,Korea,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Mail,China,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Mail,Singapore,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Mail,Australia,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Mail,Netherlands,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Mail,Sweden,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Mail,Finland,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Mail,Denmark,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Mail,France,37793.14,38962,15415.4,1694,9.1,23.0,22377.74,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Mail,Germany,27061.8,28037,11092.9,1219,9.1,23.0,15968.9,22.195
2004,Outdoor Protection,First Aid,Compact Relief Kit,Mail,Belgium,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Mail,Switzerland,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Mail,Austria,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Mail,Italy,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Mail,Spain,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Canada,59723.87,61571,24360.7,2677,9.1,23.0,35363.17,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Mexico,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Brazil,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Japan,13408.31,13823,5469.1,601,9.1,23.0,7939.21,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Korea,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,China,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Singapore,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Australia,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Netherlands,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Sweden,6603.76,6808,2693.6,296,9.1,23.0,3910.16,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Finland,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Denmark,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,France,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Germany,60048.86,62445,24706.5,2715,9.1,23.0,35342.36,22.126
2004,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Belgium,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Switzerland,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Austria,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Italy,26281.18,27094,10719.8,1178,9.1,23.0,15561.38,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,E-mail,Spain,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Fax,Canada,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Fax,Mexico,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Fax,Brazil,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Fax,Japan,41675.08,42964,16998.8,1868,9.1,23.0,24676.28,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Fax,Korea,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Fax,China,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Fax,Singapore,10820.35,11155,4413.5,485,9.1,23.0,6406.85,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Fax,Australia,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Fax,Netherlands,15862.41,16353,6470.1,711,9.1,23.0,9392.31,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Fax,Sweden,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Fax,Finland,7183.82,7406,2930.2,322,9.1,23.0,4253.62,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Fax,Denmark,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Fax,France,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Fax,Germany,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Fax,Belgium,2744.13,2829,1119.3,123,9.1,23.0,1624.83,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Fax,Switzerland,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Fax,Austria,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Fax,Italy,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Fax,Spain,4997.44,5152,2038.4,224,9.1,23.0,2959.04,22.31
2004,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Canada,366,366,168.36,61,2.76,6.0,197.64,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Mexico,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Brazil,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Japan,21910.14,22122,10176.12,3687,2.76,6.0,11734.02,5.964
2004,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Korea,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,China,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Singapore,9550.08,9948,4576.08,1658,2.76,6.0,4974.0,5.76
2004,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Australia,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Netherlands,4884,4884,2246.64,814,2.76,6.0,2637.36,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Sweden,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Finland,486,486,223.56,81,2.76,6.0,262.44,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Denmark,4973.64,5028,2312.88,838,2.76,6.0,2660.76,5.94
2004,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,France,23971.56,24582,11307.72,4097,2.76,6.0,12663.84,5.87454545
2004,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Germany,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Belgium,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Switzerland,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Austria,5406,5406,2486.76,901,2.76,6.0,2919.24,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Italy,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Spain,2262,2262,1040.52,377,2.76,6.0,1221.48,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,Web,Canada,14643.48,14736,6778.56,2456,2.76,6.0,7864.92,5.97428571
2004,Outdoor Protection,First Aid,Insect Bite Relief,Web,Mexico,3408,3408,1567.68,568,2.76,6.0,1840.32,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,Web,Brazil,9816,9816,4515.36,1636,2.76,6.0,5300.64,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,Web,Japan,18717.18,18816,8655.36,3136,2.76,6.0,10061.82,5.98
2004,Outdoor Protection,First Aid,Insect Bite Relief,Web,Korea,16596.9,17130,7879.8,2855,2.76,6.0,8717.1,5.82
2004,Outdoor Protection,First Aid,Insect Bite Relief,Web,China,44488.8,45780,21058.8,7630,2.76,6.0,23430.0,5.86
2004,Outdoor Protection,First Aid,Insect Bite Relief,Web,Singapore,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Web,Australia,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Web,Netherlands,4080,4080,1876.8,680,2.76,6.0,2203.2,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,Web,Sweden,2628,2628,1208.88,438,2.76,6.0,1419.12,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,Web,Finland,16821.24,17034,7835.64,2839,2.76,6.0,8985.6,5.94857143
2004,Outdoor Protection,First Aid,Insect Bite Relief,Web,Denmark,1494.36,1530,703.8,255,2.76,6.0,790.56,5.91
2004,Outdoor Protection,First Aid,Insect Bite Relief,Web,France,3330,3330,1531.8,555,2.76,6.0,1798.2,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,Web,Germany,15419.52,15516,7137.36,2586,2.76,6.0,8282.16,5.97428571
2004,Outdoor Protection,First Aid,Insect Bite Relief,Web,Belgium,7236,7236,3328.56,1206,2.76,6.0,3907.44,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,Web,Switzerland,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Web,Austria,8604,8604,3957.84,1434,2.76,6.0,4646.16,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,Web,Italy,2016,2016,927.36,336,2.76,6.0,1088.64,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,Web,Spain,15294,15294,7035.24,2549,2.76,6.0,8258.76,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,Special,Canada,8238,8238,3789.48,1373,2.76,6.0,4448.52,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,Special,Mexico,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Special,Brazil,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Special,Japan,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Special,Korea,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Special,China,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Special,Singapore,1536,1536,706.56,256,2.76,6.0,829.44,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,Special,Australia,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Special,Netherlands,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Special,Sweden,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Special,Finland,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Special,Denmark,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Special,France,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Special,Germany,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Special,Belgium,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Special,Switzerland,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Special,Austria,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Special,Italy,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Special,Spain,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Mail,Canada,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Mail,Mexico,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Mail,Brazil,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Mail,Japan,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Mail,Korea,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Mail,China,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Mail,Singapore,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Mail,Australia,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Mail,Netherlands,8749.56,8958,4120.68,1493,2.76,6.0,4628.88,5.88
2004,Outdoor Protection,First Aid,Insect Bite Relief,Mail,Sweden,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Mail,Finland,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Mail,Denmark,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Mail,France,4008,4008,1843.68,668,2.76,6.0,2164.32,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,Mail,Germany,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Mail,Belgium,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Mail,Switzerland,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Mail,Austria,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Mail,Italy,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,Mail,Spain,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,Canada,15367.44,15744,7242.24,2624,2.76,6.0,8125.2,5.88
2004,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,Mexico,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,Brazil,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,Japan,8130,8130,3739.8,1355,2.76,6.0,4390.2,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,Korea,2928,2928,1346.88,488,2.76,6.0,1581.12,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,China,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,Singapore,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,Australia,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,Netherlands,2238,2238,1029.48,373,2.76,6.0,1208.52,6.0
2004,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,Sweden,9101.34,9180,4222.8,1530,2.76,6.0,4878.54,5.97
2004,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,Finland,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,Denmark,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,France,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,Germany,18622.68,19122,8796.12,3187,2.76,6.0,9826.56,5.86909091
2004,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,Belgium,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,Switzerland,,,,,,,,
2004,Outdoor Protection,First Aid,Insect Bite Relief,E-mail,Austria,,,,,,,,
